transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4452944,2023-06-20T10:47:05.910425,ACC130352,ACC138317,18.08,transfer,utilities,New York,web,False,,-4022.5613362680556,-0.89,11,0.29,card,210.24.217.10,D2139844
T4452963,2023-07-14T21:42:20.989522,ACC763197,ACC360317,682.05,withdrawal,grocery,London,pos,False,,1355.4120927230556,-0.29,19,0.35,wire_transfer,32.133.127.163,D1039021
T4453017,2023-03-20T19:05:00.245470,ACC158773,ACC449693,1243.84,deposit,other,Toronto,pos,False,,1091.9154876847222,-0.28,4,0.77,UPI,233.104.125.103,D1149495
T4453026,2023-10-08T03:37:49.616862,ACC428746,ACC769764,0.43,payment,grocery,New York,mobile,False,,4985.751265863333,-0.72,8,0.03,ACH,127.235.105.207,D6315880
T4453054,2023-12-16T09:32:03.966206,ACC957412,ACC348047,54.38,payment,retail,Sydney,mobile,False,,7529.969401612778,0.46,8,0.24,ACH,15.208.143.130,D6210628
T4453218,2023-03-03T23:07:13.786932,ACC415285,ACC157385,86.78,payment,retail,Dubai,atm,False,,-979.8259071963888,-1.16,18,0.04,ACH,126.205.127.159,D4620611
T4453241,2023-02-10T13:52:06.906796,ACC914179,ACC324986,293.99,withdrawal,restaurant,London,mobile,True,card_not_present,-4739.4598392191665,-1.05,9,0.34,UPI,248.34.68.180,D2061049
T4453275,2023-01-31T15:05:04.356489,ACC399598,ACC203433,322.12,payment,utilities,New York,pos,False,,-2265.7278683269446,1.16,18,0.48,wire_transfer,142.48.86.95,D4457030
T4453361,2023-04-25T01:23:44.090477,ACC453644,ACC393959,256.32,withdrawal,grocery,London,atm,False,,-4576.546242719722,1.76,5,0.17,UPI,179.48.73.126,D6923937
T4453370,2023-09-14T17:49:03.790022,ACC915330,ACC448610,3.91,transfer,retail,Dubai,mobile,False,,-2302.1429943016665,-0.24,2,0.3,card,168.6.112.185,D1185403
T4453404,2023-10-14T07:34:29.512645,ACC266193,ACC967376,14.31,transfer,entertainment,Tokyo,web,False,,1330.1711569777779,0.04,20,0.54,UPI,96.91.58.252,D4545595
T4453464,2024-01-01T00:37:36.522963,ACC927867,ACC968210,1337.26,deposit,travel,Toronto,atm,False,,3118.941169758056,1.28,5,0.54,ACH,64.131.67.147,D8099396
T4453538,2023-08-01T19:16:14.312911,ACC334399,ACC994174,1321.07,deposit,entertainment,Dubai,web,False,,-913.9509747636112,-1.16,3,0.56,wire_transfer,175.252.194.81,D4538917
T4453691,2023-03-21T05:18:41.781083,ACC823331,ACC785630,2122.44,deposit,restaurant,Dubai,atm,False,,-3806.173371442778,-1.39,11,0.33,ACH,35.160.91.179,D2417269
T4453728,2023-03-28T22:58:57.944002,ACC414599,ACC819285,880.92,deposit,travel,New York,pos,False,,-1993.8349048241669,-1.35,13,0.03,card,115.109.128.233,D3612209
T4453729,2023-03-18T09:09:40.967359,ACC404652,ACC613729,1680.56,deposit,retail,Singapore,atm,False,,-6001.113755102222,-0.69,8,0.17,wire_transfer,14.37.51.80,D7266697
T4453740,2023-02-10T05:18:19.381961,ACC783266,ACC868972,21.07,withdrawal,travel,Sydney,pos,False,,-4512.049778838888,-1.29,14,0.82,ACH,96.38.181.237,D6447384
T4453812,2023-03-10T13:33:25.699320,ACC125728,ACC521613,138.72,payment,utilities,London,web,False,,-6510.257440109723,-0.07,7,0.26,wire_transfer,114.23.204.53,D6533944
T4453903,2023-10-31T19:07:37.783431,ACC347197,ACC530774,77.5,payment,utilities,Berlin,atm,True,card_not_present,6934.495078171666,0.42,15,0.35,ACH,124.133.213.71,D2915184
T4453905,2023-08-15T23:38:33.461403,ACC957488,ACC406397,343.65,payment,online,New York,web,False,,3255.965289607778,1.25,10,0.29,ACH,125.20.145.29,D6644732
T4454040,2023-08-09T17:32:30.707645,ACC104436,ACC591595,9.61,transfer,restaurant,London,web,False,,-1827.812730143889,0.51,8,0.75,card,217.76.245.33,D3142952
T4454051,2023-02-08T06:33:11.696163,ACC414047,ACC386947,1635.58,deposit,online,Tokyo,web,False,,-3603.372816716389,-0.1,7,0.65,card,176.93.52.120,D1490697
T4454061,2023-04-22T21:25:54.416199,ACC714956,ACC949196,11.99,transfer,other,Tokyo,pos,False,,2041.693414531111,0.42,4,0.38,ACH,32.23.114.49,D2921098
T4454103,2023-06-04T12:48:00.130969,ACC149492,ACC709434,34.67,payment,travel,Toronto,web,False,,-3389.4506526861114,-0.31,4,0.14,card,170.69.232.107,D4323773
T4454178,2023-09-21T22:44:11.583619,ACC897417,ACC212888,19.24,transfer,utilities,Singapore,web,False,,-1324.2437159847223,-0.44,1,0.05,wire_transfer,26.120.133.108,D9798449
T4454205,2023-02-25T21:09:40.910344,ACC115252,ACC444243,1639.85,deposit,online,Singapore,mobile,False,,-1138.4146371147224,0.29,6,0.18,UPI,232.76.156.164,D4738424
T4454214,2023-06-20T21:04:01.538360,ACC145941,ACC500340,167.36,payment,entertainment,Singapore,atm,True,card_not_present,3981.0130111275,-0.34,6,0.78,UPI,227.189.240.83,D2198230
T4454261,2023-09-09T07:28:38.882611,ACC425892,ACC178055,13.87,transfer,other,Singapore,atm,False,,5022.292899708611,-0.61,18,0.39,card,160.133.170.173,D6183208
T4454294,2023-02-03T07:38:07.773064,ACC666966,ACC172967,1286.6,deposit,utilities,Singapore,atm,False,,-1145.455517621389,-0.14,13,0.09,card,170.79.233.119,D7171146
T4454473,2023-02-14T02:57:43.485073,ACC910911,ACC724664,22.52,transfer,other,New York,atm,False,,-3279.687784180833,-0.14,1,0.17,card,137.94.179.119,D1348066
T4454509,2023-07-22T02:55:32.143747,ACC636212,ACC550761,139.94,withdrawal,retail,Toronto,pos,False,,3601.751058946945,0.0,19,0.19,card,249.58.155.21,D4533718
T4454520,2023-12-19T01:52:32.510565,ACC283826,ACC376029,12.07,payment,restaurant,New York,web,False,,2022.9743920822223,1.17,10,0.79,card,179.30.29.120,D8915927
T4454570,2023-10-18T16:17:35.701206,ACC651704,ACC941735,5.21,transfer,utilities,London,pos,False,,-247.2332795322222,-1.71,18,0.11,wire_transfer,178.74.69.108,D9545793
T4454578,2023-03-01T02:20:39.125063,ACC453187,ACC569204,1380.25,deposit,retail,Berlin,mobile,False,,-2840.8468836866664,1.79,1,0.59,wire_transfer,26.127.52.242,D9588681
T4454598,2023-11-09T07:15:10.303890,ACC754136,ACC631198,177.63,withdrawal,online,Toronto,atm,False,,4406.976481102778,0.72,3,0.44,ACH,31.254.244.254,D1773830
T4454632,2023-10-26T00:25:44.451696,ACC580099,ACC900992,97.58,payment,retail,Singapore,pos,False,,2985.9087087069447,0.66,9,0.11,UPI,253.80.147.47,D3900456
T4454656,2023-04-11T03:03:03.294431,ACC397724,ACC383221,641.25,payment,online,New York,pos,False,,360.523930705,-0.33,9,0.51,wire_transfer,79.230.143.4,D9221889
T4454694,2023-08-29T05:40:43.882675,ACC748318,ACC740802,16.4,transfer,other,Toronto,atm,False,,2077.5108814733335,1.44,12,0.58,UPI,104.124.76.222,D5950904
T4454699,2023-10-13T19:30:26.558287,ACC946334,ACC302235,232.65,payment,online,London,atm,False,,6231.376692573056,0.67,5,0.57,UPI,151.207.190.75,D1862584
T4454709,2023-08-07T14:46:11.411880,ACC960019,ACC111946,45.77,transfer,travel,Sydney,web,False,,2755.645698920278,-1.5,3,0.91,card,168.174.49.231,D4368945
T4454712,2023-04-17T10:36:35.017252,ACC262008,ACC236723,407.38,withdrawal,entertainment,Singapore,pos,False,,-3390.6035916791666,-0.14,17,0.1,wire_transfer,116.122.92.64,D2297085
T4454759,2023-06-03T10:59:26.799222,ACC752010,ACC465987,48.89,payment,other,Toronto,web,False,,813.9426141547223,-1.97,2,0.82,UPI,184.171.188.158,D9085919
T4454776,2023-05-06T12:13:17.558792,ACC314980,ACC601784,33.76,transfer,entertainment,London,pos,False,,-3334.0364370233333,-1.55,20,0.18,UPI,206.242.252.138,D5975570
T4454834,2023-06-03T19:33:03.349591,ACC823381,ACC856833,65.88,withdrawal,online,Singapore,atm,False,,-2102.7432530541664,-0.03,5,0.03,ACH,68.169.251.2,D4971315
T4454905,2023-12-02T05:16:50.154539,ACC501308,ACC312897,1839.41,deposit,retail,Sydney,atm,False,,7064.714722313055,0.21,20,0.18,UPI,143.58.11.240,D1685757
T4455011,2023-11-24T18:30:57.608636,ACC228951,ACC885265,3.47,transfer,retail,Toronto,web,False,,1045.3939238672222,-0.4,19,0.3,wire_transfer,19.35.180.213,D5666785
T4455020,2023-07-15T02:42:58.500606,ACC716606,ACC369974,0.01,deposit,entertainment,Dubai,mobile,False,,2425.869929245278,0.13,19,0.1,card,105.115.185.237,D9866098
T4455081,2023-06-12T21:30:26.785712,ACC866072,ACC744554,1385.36,deposit,online,Dubai,atm,False,,-2659.378923688611,0.06,12,0.48,ACH,23.162.46.1,D3533810
T4455153,2023-01-28T15:47:02.807821,ACC469894,ACC255069,64.32,payment,restaurant,Tokyo,web,False,,-5956.748141027778,0.57,5,0.22,card,128.104.248.53,D7946684
T4455181,2023-03-11T15:28:31.423228,ACC654645,ACC416449,11.23,transfer,other,Berlin,atm,False,,-6595.449964187222,-0.98,17,0.2,card,71.131.229.71,D7049696
T4455191,2023-11-14T06:46:07.252901,ACC115826,ACC927378,11.84,transfer,other,Sydney,pos,False,,512.6058422625,-0.19,12,0.41,wire_transfer,26.138.94.10,D3197942
T4455214,2023-08-01T06:36:30.544987,ACC841452,ACC978022,793.54,deposit,other,New York,pos,False,,2246.968142332222,-0.79,3,0.11,card,4.15.113.132,D9492313
T4455244,2023-10-16T17:48:30.730405,ACC351514,ACC491254,81.59,transfer,grocery,New York,mobile,False,,1868.8738645649998,0.85,3,0.36,UPI,39.32.53.111,D6136433
T4455286,2023-01-16T16:19:59.808461,ACC786828,ACC714760,141.16,withdrawal,travel,Dubai,pos,False,,-2756.2923477491668,-0.51,13,0.09,wire_transfer,35.97.68.165,D5685916
T4455308,2023-02-15T04:42:36.463783,ACC215433,ACC642111,3.46,transfer,other,Dubai,mobile,False,,-4306.704157738889,-0.46,1,0.72,wire_transfer,38.95.62.152,D9571634
T4455313,2023-12-06T21:02:17.897550,ACC566188,ACC421042,1816.56,deposit,travel,Toronto,web,False,,812.3019226280555,-0.6,5,0.89,UPI,58.61.9.125,D5370784
T4455329,2023-09-18T21:47:49.564186,ACC449724,ACC982223,6.73,transfer,travel,Toronto,mobile,False,,5976.333001651944,1.08,5,0.79,card,197.196.196.190,D1150531
T4455373,2023-10-07T00:21:44.318307,ACC597066,ACC139971,1365.46,deposit,entertainment,Sydney,mobile,False,,-717.4797571016667,0.12,9,0.51,card,223.204.241.22,D8350283
T4455388,2023-08-30T13:27:19.356784,ACC702627,ACC805953,25.9,transfer,entertainment,London,web,False,,-101.09125598944443,-0.53,15,0.98,wire_transfer,47.151.200.232,D7117441
T4455391,2023-01-03T21:49:06.598515,ACC413175,ACC511748,302.91,withdrawal,retail,London,web,False,,-6952.313411224167,-2.0,7,0.68,card,182.160.126.196,D9200784
T4455464,2023-09-02T10:26:05.180661,ACC325107,ACC239208,971.69,deposit,other,New York,pos,False,,-1126.0251428616666,-0.37,14,0.78,wire_transfer,58.213.121.202,D5328110
T4455473,2023-09-26T11:02:17.552893,ACC413054,ACC674146,25.37,transfer,entertainment,Singapore,pos,True,card_not_present,4816.776085578889,0.75,18,0.4,ACH,190.157.212.243,D5745034
T4455478,2023-07-09T14:45:43.879178,ACC434204,ACC580858,585.5,deposit,other,Tokyo,atm,False,,-2948.127105452222,-0.51,5,0.18,UPI,66.253.72.255,D8346572
T4455531,2023-06-26T19:08:49.763741,ACC951354,ACC693764,11.72,transfer,online,London,pos,True,card_not_present,-296.52356763277777,-1.47,12,0.06,UPI,63.225.216.100,D4434209
T4455532,2023-04-20T09:41:59.924360,ACC863711,ACC572908,403.86,withdrawal,restaurant,Toronto,web,True,card_not_present,-2952.3117559941666,0.36,9,0.56,UPI,42.189.25.214,D7714849
T4455590,2023-06-22T21:02:09.659238,ACC439410,ACC196078,232.96,withdrawal,retail,Tokyo,web,False,,-2377.458956333611,0.14,18,0.56,UPI,166.199.6.239,D1381145
T4455658,2023-01-23T10:26:53.325260,ACC532254,ACC594804,308.59,withdrawal,grocery,Toronto,mobile,False,,-6808.722626128333,0.55,11,0.09,UPI,145.28.79.237,D6838273
T4455710,2023-03-09T13:36:47.882228,ACC289282,ACC923255,637.63,deposit,retail,Tokyo,web,True,card_not_present,1158.0931011019445,-1.46,20,0.03,card,45.131.211.140,D1541863
T4455731,2023-07-15T22:33:04.851040,ACC447933,ACC846143,770.38,deposit,restaurant,Berlin,atm,False,,4341.292131541944,-0.32,19,0.54,UPI,205.155.161.115,D2215787
T4455786,2023-03-15T21:09:13.341429,ACC817049,ACC795266,1182.75,deposit,travel,Toronto,mobile,False,,-2178.965516404167,-0.29,3,0.44,UPI,110.9.34.83,D2054215
T4455796,2023-09-06T07:00:28.463146,ACC161828,ACC664630,111.69,withdrawal,grocery,Dubai,mobile,False,,179.9383054986111,-1.04,17,0.27,card,247.91.145.90,D6464949
T4455829,2023-09-20T05:58:06.602402,ACC460074,ACC825587,218.6,payment,retail,London,mobile,False,,637.1631412588889,-1.27,10,0.99,ACH,37.78.106.175,D2423080
T4455875,2023-11-09T09:43:43.262855,ACC493200,ACC442598,383.97,withdrawal,grocery,Sydney,mobile,False,,3494.0386391825,0.94,11,0.76,card,191.62.78.94,D2975180
T4455878,2023-09-11T10:27:36.891846,ACC950474,ACC548593,18.0,transfer,retail,Toronto,mobile,False,,3185.4341397322223,0.28,9,0.41,UPI,184.44.253.153,D5060006
T4455935,2023-02-12T11:13:46.074959,ACC516655,ACC815926,101.41,payment,restaurant,Toronto,pos,False,,-7662.958330839167,0.83,18,0.8,card,236.215.220.20,D3239253
T4455939,2023-03-24T17:49:33.894588,ACC519350,ACC882061,50.74,transfer,retail,Tokyo,atm,True,card_not_present,-3269.900352674722,-1.19,1,0.59,wire_transfer,146.162.113.253,D4248580
T4455955,2023-06-10T21:27:01.487439,ACC848373,ACC889737,65.97,withdrawal,entertainment,London,mobile,False,,-2033.9454496711112,-0.68,18,0.61,card,106.111.207.44,D8798267
T4456017,2023-10-17T04:46:13.268537,ACC914074,ACC508398,115.57,payment,travel,Sydney,atm,False,,1123.0207022183333,0.32,5,0.79,wire_transfer,86.61.74.164,D4625103
T4456033,2023-05-21T17:32:43.128088,ACC249266,ACC500925,46.54,payment,utilities,London,web,False,,-2645.1521222705555,-0.42,20,0.41,UPI,98.10.134.88,D4955971
T4456070,2023-09-16T13:49:19.208503,ACC556299,ACC517835,773.42,deposit,other,New York,web,False,,3472.928882213611,2.13,2,0.82,ACH,218.143.28.219,D1224121
T4456100,2023-09-29T09:22:08.256374,ACC358908,ACC851860,149.94,withdrawal,online,Sydney,pos,False,,3298.7355585963887,0.37,20,0.38,UPI,222.167.255.42,D8188508
T4456127,2023-10-07T02:10:21.414693,ACC277758,ACC983667,1943.09,deposit,entertainment,London,web,False,,1521.1329683533334,0.64,11,0.37,card,117.119.243.22,D5598637
T4456160,2023-10-03T21:07:23.342833,ACC426894,ACC195337,18.61,transfer,retail,New York,mobile,False,,2071.2487967311113,0.17,16,0.86,UPI,7.193.214.235,D2312298
T4456297,2023-11-06T03:37:15.628223,ACC441522,ACC812981,259.48,payment,travel,Sydney,web,False,,449.7747670569444,0.31,1,0.34,ACH,24.79.43.79,D7508810
T4456299,2023-09-02T21:17:47.455624,ACC172289,ACC640716,142.66,payment,other,Toronto,web,False,,1947.9273204472222,0.51,11,0.87,UPI,61.148.96.233,D8277324
T4456313,2023-05-03T09:49:15.733941,ACC165517,ACC137893,107.17,withdrawal,entertainment,Sydney,pos,False,,-5790.625331795,0.61,13,0.88,UPI,8.35.10.176,D7822670
T4456328,2023-04-04T03:09:51.458535,ACC411975,ACC692833,125.16,payment,grocery,London,web,False,,-1586.7859387919443,0.84,8,0.1,wire_transfer,142.132.136.141,D7887438
T4456430,2023-06-21T20:06:47.072666,ACC181324,ACC639357,43.93,payment,utilities,Tokyo,mobile,False,,3554.768408736945,-1.02,18,0.83,card,195.78.60.190,D3605666
T4456557,2023-05-17T17:38:11.875998,ACC621984,ACC360373,70.49,transfer,online,Dubai,web,True,card_not_present,348.0030356938889,1.75,9,0.05,wire_transfer,224.58.254.24,D5950089
T4456581,2023-03-01T04:53:20.508172,ACC806256,ACC102068,48.4,transfer,grocery,Singapore,mobile,False,,-1160.8486246591667,-0.47,9,0.83,ACH,71.222.71.61,D6750409
T4456694,2023-04-04T18:06:51.199463,ACC709323,ACC898778,31.2,transfer,grocery,Toronto,mobile,False,,-231.10119688083333,-2.76,13,0.57,UPI,120.59.58.96,D1749658
T4456735,2023-07-19T03:05:20.354096,ACC408584,ACC286818,1160.44,deposit,online,Sydney,pos,False,,3492.318581043889,0.09,8,0.4,UPI,224.29.153.156,D9605416
T4456791,2023-10-17T01:12:13.007134,ACC340131,ACC968455,41.41,payment,utilities,Sydney,atm,False,,-1485.74363811,-0.04,15,0.45,ACH,248.45.129.141,D8177428
T4456848,2023-04-26T15:40:23.212668,ACC406554,ACC395271,368.26,withdrawal,restaurant,Singapore,web,False,,-4433.031198984722,0.75,12,0.66,card,153.119.155.71,D5163438
T4456885,2023-02-06T04:41:31.621485,ACC115672,ACC294618,269.14,payment,utilities,London,mobile,False,,-3663.8341197791665,0.03,6,0.5,UPI,238.32.208.53,D1821263
T4456889,2023-08-17T21:14:51.542629,ACC547543,ACC416031,1580.79,deposit,entertainment,Dubai,mobile,False,,1284.6644851830556,-0.23,14,0.31,wire_transfer,231.157.250.51,D2928488
T4456905,2023-12-19T16:51:16.921724,ACC128018,ACC529657,1569.83,deposit,travel,Sydney,mobile,False,,6347.767528280556,0.51,14,0.47,wire_transfer,111.130.234.7,D9989857
T4456932,2023-11-26T21:47:04.706302,ACC572103,ACC997278,360.34,deposit,online,Tokyo,atm,False,,1117.8851197077777,-1.26,4,0.2,card,105.135.14.184,D6977516
T4457041,2023-02-16T12:28:16.220396,ACC679578,ACC124533,164.03,withdrawal,retail,Singapore,web,False,,-1498.5717243252777,1.46,10,0.21,UPI,180.254.39.155,D4747619
T4457065,2023-03-09T19:20:32.891507,ACC202184,ACC599645,422.14,withdrawal,retail,Berlin,web,False,,-3921.7884263030555,-0.36,12,0.45,wire_transfer,18.94.95.237,D6615164
T4457105,2023-06-23T04:49:47.657023,ACC608669,ACC364060,330.53,withdrawal,online,Toronto,pos,False,,-2996.3391401822223,0.28,8,0.3,wire_transfer,203.17.105.89,D6236926
T4457176,2023-02-08T11:58:24.726571,ACC832883,ACC532721,131.16,withdrawal,entertainment,New York,web,False,,-155.04563420000002,-0.36,12,0.11,UPI,234.162.53.242,D2036939
T4457178,2023-09-25T22:29:19.020949,ACC791588,ACC949976,138.76,withdrawal,restaurant,Singapore,pos,False,,3244.549409843611,0.44,9,0.56,card,42.128.109.145,D6657804
T4457179,2023-10-20T22:34:50.128256,ACC794377,ACC485838,9.52,payment,online,Singapore,mobile,False,,4300.564321122222,-1.53,4,0.53,card,208.117.122.82,D7053694
T4457217,2023-09-14T02:41:05.778222,ACC126578,ACC840233,431.63,withdrawal,retail,Tokyo,mobile,False,,-755.0477105802778,1.34,10,0.58,ACH,224.107.187.62,D2920271
T4457294,2023-01-08T12:06:56.064275,ACC324711,ACC909981,433.89,deposit,utilities,New York,atm,False,,-6033.314540575556,0.7,18,0.71,ACH,235.143.230.3,D7299000
T4457307,2023-09-25T16:57:36.654708,ACC312540,ACC490879,1524.85,deposit,online,Toronto,web,False,,339.17669473,-1.33,19,0.58,wire_transfer,28.96.168.190,D2718760
T4457339,2023-02-18T11:39:32.386241,ACC530849,ACC273298,263.9,deposit,utilities,Tokyo,web,False,,-4847.629779821389,0.04,15,0.17,UPI,212.1.187.55,D2115335
T4457340,2023-02-25T15:05:20.372562,ACC213165,ACC917017,72.83,payment,other,New York,pos,False,,-392.3361558258334,0.96,10,0.51,ACH,222.29.4.131,D2936900
T4457398,2023-10-26T17:42:34.632669,ACC331749,ACC511823,383.57,withdrawal,restaurant,Berlin,atm,False,,6234.635100268889,2.04,20,0.69,UPI,253.145.24.65,D5183606
T4457421,2023-01-11T21:15:00.138028,ACC477154,ACC214971,1115.45,deposit,travel,New York,mobile,False,,-936.4704431311111,-0.8,6,0.38,wire_transfer,128.214.175.14,D6548179
T4457464,2023-06-06T20:17:51.237338,ACC994790,ACC946817,1836.08,deposit,utilities,Tokyo,mobile,False,,-2255.4055117491666,0.56,18,0.54,wire_transfer,173.91.164.113,D3648530
T4457467,2023-10-13T22:04:44.391614,ACC561570,ACC576366,67.87,payment,utilities,Sydney,mobile,False,,2033.923131040278,-0.24,4,0.26,card,98.226.142.65,D3845655
T4457495,2023-10-25T07:17:53.487775,ACC765476,ACC827061,248.72,payment,retail,New York,mobile,False,,-17.08374466611111,-0.15,19,0.56,wire_transfer,138.31.35.93,D7754288
T4457556,2023-05-09T01:35:18.607736,ACC547549,ACC920048,1673.7,deposit,restaurant,New York,mobile,False,,1189.5656491969446,0.15,7,0.56,card,50.172.241.30,D6324654
T4457597,2023-02-22T07:14:44.296777,ACC158379,ACC505866,127.26,payment,entertainment,Berlin,web,False,,-2170.553518785278,0.49,20,0.62,UPI,65.68.92.10,D4374701
T4457637,2023-02-21T20:42:40.124562,ACC743586,ACC516592,31.5,transfer,restaurant,Sydney,mobile,False,,-4637.265572883333,-0.21,7,0.19,ACH,0.202.188.104,D2723623
T4457748,2023-03-26T14:52:03.187474,ACC629730,ACC686822,152.54,withdrawal,entertainment,Toronto,pos,False,,-4291.771716970833,-0.62,11,0.32,card,205.218.4.62,D3973836
T4457809,2023-11-18T20:20:58.337627,ACC429572,ACC873925,1041.36,deposit,grocery,New York,mobile,False,,6250.066325423611,0.25,5,0.88,card,112.140.164.179,D8534087
T4457861,2023-11-15T23:28:06.022935,ACC969319,ACC680454,3.47,transfer,entertainment,Berlin,web,False,,2605.852073235556,-0.1,18,0.46,wire_transfer,147.100.62.4,D1451392
T4457956,2023-06-19T23:04:09.710264,ACC196813,ACC446232,123.33,payment,entertainment,Berlin,mobile,False,,2382.7803129852773,-0.68,10,0.74,wire_transfer,246.225.101.173,D2667875
T4457977,2023-09-23T17:44:05.266042,ACC561601,ACC306968,28.6,transfer,entertainment,Toronto,web,False,,2197.764724677778,-0.06,3,0.25,wire_transfer,204.67.226.219,D1034520
T4457984,2023-03-11T06:23:38.598033,ACC702313,ACC867734,3.48,transfer,grocery,New York,mobile,False,,-4708.042282603334,-0.84,11,0.38,wire_transfer,48.31.200.118,D9775927
T4458021,2023-11-11T14:39:12.502154,ACC717500,ACC203765,199.24,withdrawal,grocery,Berlin,pos,False,,114.63606388138888,-0.53,13,0.36,wire_transfer,228.103.40.24,D7623139
T4458035,2023-07-29T05:27:40.590732,ACC359453,ACC340847,21.69,transfer,grocery,Toronto,pos,False,,-3302.4765776080553,1.09,17,0.58,UPI,241.9.189.57,D8070344
T4458041,2023-02-27T12:22:14.726540,ACC459016,ACC770417,626.11,withdrawal,travel,New York,web,False,,-1030.6866702225,-0.36,14,0.42,ACH,249.244.3.18,D6309446
T4458055,2023-08-07T08:54:44.985485,ACC679497,ACC190774,1018.85,deposit,travel,Tokyo,pos,False,,2208.3499091402778,0.01,5,0.65,UPI,225.198.207.129,D5409517
T4458074,2023-01-18T09:00:39.277795,ACC341064,ACC532580,628.04,withdrawal,online,Tokyo,web,False,,-6997.48408084,-0.25,3,0.12,wire_transfer,197.9.150.228,D9514092
T4458075,2023-09-30T12:11:42.187690,ACC156736,ACC276521,27.33,transfer,retail,London,mobile,False,,1471.4680863558333,-0.87,17,0.59,card,100.24.239.43,D6682867
T4458092,2023-12-30T04:33:00.389431,ACC411254,ACC926969,1610.55,deposit,restaurant,Dubai,mobile,False,,3636.1671184083334,0.03,18,0.63,ACH,235.2.230.168,D2222348
T4458115,2023-03-19T21:59:06.449482,ACC625163,ACC772069,433.79,withdrawal,grocery,Singapore,atm,False,,1228.3501432350001,-0.02,17,0.68,UPI,119.56.92.82,D8555510
T4458134,2023-09-30T10:35:23.543644,ACC227613,ACC399142,536.93,withdrawal,entertainment,Singapore,web,False,,5032.318010050555,-1.24,1,0.8,UPI,199.208.148.208,D9418527
T4458185,2023-04-04T07:00:37.210786,ACC985207,ACC760906,194.15,withdrawal,travel,Tokyo,web,False,,2008.5600790544445,-0.11,4,0.03,UPI,88.99.209.62,D8282565
T4458214,2023-01-30T08:30:27.629062,ACC719435,ACC979888,1173.91,deposit,utilities,New York,web,False,,-7462.418606545556,-0.14,18,0.35,wire_transfer,172.122.14.216,D5212934
T4458328,2023-11-20T13:59:08.195049,ACC964509,ACC529988,400.02,withdrawal,retail,London,atm,False,,3410.1562533505557,0.66,8,0.77,UPI,147.115.136.6,D7480347
T4458371,2023-05-17T13:32:24.511146,ACC115672,ACC281518,155.34,withdrawal,restaurant,Tokyo,atm,False,,2408.848024905833,0.43,17,0.84,UPI,222.163.91.82,D1631392
T4458407,2023-10-26T11:07:08.919500,ACC877240,ACC932094,450.96,withdrawal,travel,Singapore,atm,False,,107.54532806638889,0.82,12,0.67,wire_transfer,5.87.88.103,D8456470
T4458505,2023-08-15T16:00:15.954099,ACC386781,ACC290150,196.54,withdrawal,online,Berlin,web,False,,-195.34695578861113,-0.15,6,0.8,card,165.80.83.189,D4736960
T4458512,2023-04-23T14:25:10.276044,ACC326782,ACC764696,745.38,withdrawal,online,Tokyo,mobile,False,,391.67176024944445,1.4,12,0.93,wire_transfer,212.27.248.212,D5942646
T4458567,2023-04-05T17:41:33.957762,ACC604155,ACC322267,11.21,transfer,entertainment,Singapore,mobile,False,,-2205.509088327778,0.25,7,0.45,ACH,188.70.42.172,D6711925
T4458684,2023-03-26T04:05:14.524674,ACC188469,ACC890372,391.53,withdrawal,restaurant,Tokyo,atm,False,,-1073.4201014644445,0.37,11,0.86,ACH,234.112.180.47,D8432161
T4458699,2023-05-11T13:28:12.925152,ACC887690,ACC991880,1111.28,deposit,restaurant,New York,atm,False,,-1189.5706957572222,0.01,1,0.4,UPI,171.162.87.171,D7347146
T4458705,2023-07-25T04:57:00.499243,ACC567409,ACC743439,933.43,deposit,utilities,Tokyo,pos,False,,-1253.4343824908333,-0.36,4,0.58,ACH,95.158.47.48,D5916127
T4458706,2023-12-19T06:00:47.458942,ACC957515,ACC465314,238.88,payment,grocery,Berlin,pos,False,,5420.678673179445,-1.29,4,0.23,wire_transfer,111.44.223.181,D9806710
T4458730,2023-07-03T12:33:45.089537,ACC405933,ACC185708,197.19,payment,grocery,Berlin,web,False,,1956.2834627608333,-0.45,7,0.47,UPI,118.44.253.90,D7095702
T4458747,2023-12-19T00:48:53.995294,ACC831189,ACC368125,1709.87,deposit,restaurant,Sydney,atm,False,,7609.392330058333,0.29,5,0.31,wire_transfer,65.194.13.19,D8801588
T4458824,2023-07-28T04:36:34.520126,ACC587964,ACC992561,52.8,transfer,retail,Singapore,atm,False,,-1564.0924899580555,-0.53,6,0.01,card,217.212.53.195,D7100691
T4458856,2023-09-15T02:44:18.687065,ACC804507,ACC246273,102.82,deposit,retail,Sydney,pos,False,,5092.119692212501,-0.84,17,0.47,wire_transfer,170.56.157.132,D8680804
T4458942,2023-05-25T19:05:56.563839,ACC226319,ACC230551,1541.23,deposit,grocery,New York,atm,False,,1485.8370962088889,0.54,18,0.83,UPI,59.234.181.93,D8676963
T4458962,2023-08-21T21:59:01.546719,ACC923770,ACC283299,456.06,withdrawal,entertainment,Tokyo,mobile,False,,2911.8829079399998,-1.69,8,0.61,wire_transfer,184.40.204.41,D9899108
