account_idx,account_id,archetype,is_business,business_hours,city,country,kyc_level,open_ts,account_age_days,dormant,baseline_out_per_day,baseline_amount_median,baseline_amount_sigma,night_ratio,monthly_income,popularity,employer_idx,salary_amount,salary_day,is_laundering,laundering_role,laundering_patterns,n_laundering_episodes,in_benign_lookalike
1173,ACC001173,salary,False,False,Bengaluru,IN,full,1602806400,1538,False,0.2484,1864.34,1.028,0.0745,182572.87,0.7951,924,157757.88,2,0,,,0,1
1174,ACC001174,salary,False,False,Pune,IN,full,1485734400,2893,False,0.5587,3239.6,0.91,0.022,93735.07,1.3874,1259,80638.24,6,0,,,0,1
1175,ACC001175,salary,False,False,Chennai,IN,full,1696291200,456,False,0.2696,670.15,1.031,0.0663,70914.14,0.8779,75,58593.93,1,0,,,0,1
1176,ACC001176,household,False,False,Ahmedabad,IN,min,1677888000,669,False,0.2011,3682.97,1.143,0.0542,32552.05,0.7775,-1,0.0,0,0,,,0,1
1177,ACC001177,salary,False,False,Delhi,IN,full,1490745600,2835,False,0.8845,1669.01,1.067,0.0722,168758.27,1.1184,1325,155116.71,5,0,,,0,1
1178,ACC001178,merchant,True,True,Pune,IN,full,1486684800,2882,False,1.7366,3692.48,0.975,0.0911,8913466.39,41.5265,-1,0.0,0,0,,,0,0
1179,ACC001179,salary,False,False,Hyderabad,IN,full,1569110400,1928,False,0.2718,2307.84,1.055,0.0737,192039.83,0.7208,714,166112.34,6,0,,,0,1
1180,ACC001180,household,False,False,Pune,IN,min,1537315200,2296,False,0.5312,3829.2,1.082,0.0689,112325.63,1.9519,-1,0.0,0,0,,,0,1
1181,ACC001181,salary,False,False,Mumbai,IN,full,1535068800,2322,False,0.1699,1548.82,1.158,0.0945,168993.44,0.4792,1274,128167.16,6,0,,,0,1
1182,ACC001182,freelancer,False,False,Hyderabad,IN,min,1636675200,1146,False,0.1112,3862.43,1.217,0.1528,374862.11,1.443,-1,0.0,0,0,,,0,1
1183,ACC001183,salary,False,False,Bengaluru,IN,full,1408406400,3788,False,0.6319,3415.67,1.123,0.0702,189510.0,1.2335,1152,175587.44,5,1,mule,fan_out,2,0
1184,ACC001184,salary,False,False,Bengaluru,IN,full,1529366400,2388,False,0.9425,2194.9,1.06,0.0874,193134.57,1.0292,1038,158936.79,3,0,,,0,1
1185,ACC001185,merchant,True,True,Bengaluru,IN,full,1472601600,3045,False,8.7861,3816.07,0.725,0.103,1919002.94,41.6789,-1,0.0,0,0,,,0,0
1186,ACC001186,household,False,False,Jaipur,IN,full,1410393600,3765,False,0.6493,3359.98,1.166,0.0319,72702.63,1.3461,-1,0.0,0,0,,,0,1
1187,ACC001187,small_business,True,True,Chennai,IN,full,1459036800,3202,False,3.7582,15733.0,1.449,0.0645,3767171.67,6.9347,-1,0.0,0,0,,,0,0
1188,ACC001188,salary,False,False,Pune,IN,full,1583712000,1759,False,0.5751,1068.45,1.009,0.0493,102132.53,0.7832,819,100058.36,3,0,,,0,1
1189,ACC001189,household,False,False,Ahmedabad,IN,min,1680566400,638,False,0.2374,3222.42,1.039,0.0506,188688.52,2.6252,-1,0.0,0,0,,,0,1
1190,ACC001190,freelancer,False,False,Jaipur,IN,min,1499385600,2735,False,0.1409,4066.95,1.191,0.1663,130040.5,1.7172,-1,0.0,0,0,,,0,1
1191,ACC001191,small_business,True,True,Pune,IN,full,1713830400,253,False,1.0852,1883.83,1.056,0.0548,2387969.44,1.9609,-1,0.0,0,0,,,0,0
1192,ACC001192,salary,False,False,Mumbai,IN,full,1398729600,3900,False,0.225,3258.73,1.085,0.0564,79231.53,0.6797,1083,75299.41,1,0,,,0,1
1193,ACC001193,freelancer,False,False,Kolkata,IN,full,1471737600,3055,False,0.4348,4322.48,1.126,0.1504,82171.52,1.9947,-1,0.0,0,0,,,0,0
1194,ACC001194,salary,False,False,Kolkata,IN,full,1601596800,1552,False,0.9707,3305.55,0.992,0.0406,202969.77,0.5562,766,163195.12,4,0,,,0,1
1195,ACC001195,salary,False,False,Pune,IN,full,1449187200,3316,False,0.4512,2404.85,1.001,0.0689,185291.89,0.8017,83,176117.46,1,0,,,0,0
1196,ACC001196,salary,False,False,Mumbai,IN,full,1653868800,947,False,0.3973,3352.43,1.202,0.0589,143716.22,2.4307,165,119019.47,5,0,,,0,0
1197,ACC001197,large_business,True,True,Mumbai,IN,full,1657065600,910,False,7.3621,297904.84,1.235,0.0288,146240105.69,7.5456,-1,0.0,0,1,source,dormant_activation|fan_out|mule_network|rapid_pass_through,5,1
1198,ACC001198,large_business,True,True,Jaipur,IN,full,1435622400,3473,False,2.541,121232.35,1.153,0.0508,239112051.67,15.8683,-1,0.0,0,1,source,layering_chain|rapid_pass_through,2,0
1199,ACC001199,student,False,False,Kolkata,IN,full,1393804800,3957,False,0.1138,599.4,0.843,0.1046,23075.82,0.4439,-1,0.0,0,0,,,0,0
1200,ACC001200,freelancer,False,False,Pune,IN,full,1401408000,3869,False,0.2397,5134.75,1.506,0.1221,277321.45,1.1743,-1,0.0,0,0,,,0,1
1201,ACC001201,small_business,True,True,Chennai,IN,full,1438819200,3436,False,1.5691,5894.19,1.175,0.0767,637716.57,4.6706,-1,0.0,0,0,,,0,0
1202,ACC001202,small_business,True,True,Kolkata,IN,full,1657411200,906,False,0.9059,14327.54,1.26,0.043,2533738.28,12.2892,-1,0.0,0,0,,,0,0
1203,ACC001203,household,False,False,Ahmedabad,IN,full,1529366400,2388,False,0.1588,1157.88,0.848,0.0715,93275.65,1.9013,-1,0.0,0,0,,,0,1
1204,ACC001204,freelancer,False,False,Chennai,IN,min,1461542400,3173,False,0.5543,4664.03,1.08,0.1623,201655.83,2.6494,-1,0.0,0,0,,,0,1
1205,ACC001205,household,False,False,Hyderabad,IN,full,1486425600,2885,False,0.6335,1973.59,1.049,0.0323,183941.18,1.735,-1,0.0,0,0,,,0,0
1206,ACC001206,small_business,True,True,Ahmedabad,IN,min,1537401600,2295,False,2.3451,5559.44,1.405,0.0605,1572900.04,12.3004,-1,0.0,0,0,,,0,1
1207,ACC001207,small_business,True,True,Chennai,IN,full,1642118400,1083,False,0.7824,7788.26,1.119,0.0593,1909050.22,5.1767,-1,0.0,0,0,,,0,0
1208,ACC001208,merchant,True,True,Hyderabad,IN,full,1576022400,1848,False,1.6167,3507.49,0.92,0.1296,7795916.84,39.888,-1,0.0,0,0,,,0,0
1209,ACC001209,small_business,True,True,Delhi,IN,full,1669680000,764,False,2.601,4499.84,1.163,0.0412,553875.78,8.3745,-1,0.0,0,0,,,0,0
1210,ACC001210,freelancer,False,False,Jaipur,IN,full,1664582400,823,False,0.3632,2246.11,1.358,0.1304,264195.47,3.2492,-1,0.0,0,0,,,0,1
1211,ACC001211,salary,False,False,Jaipur,IN,full,1647561600,1020,False,0.5102,2328.26,0.883,0.0353,228118.91,0.4642,671,172250.91,4,0,,,0,1
1212,ACC001212,household,False,False,Bengaluru,IN,full,1466985600,3110,False,0.261,615.32,0.91,0.0767,105157.58,0.6115,-1,0.0,0,0,,,0,1
1213,ACC001213,investment,True,True,Bengaluru,IN,full,1459987200,3191,False,0.5914,554398.73,1.038,0.0305,3852205.23,29.9378,-1,0.0,0,0,,,0,0
1214,ACC001214,salary,False,False,Delhi,IN,full,1548288000,2169,False,0.3727,1643.35,1.02,0.0628,93155.73,0.4263,411,77153.1,1,0,,,0,0
1215,ACC001215,household,False,False,Mumbai,IN,min,1620691200,1331,False,0.329,2640.29,1.063,0.0707,95223.56,0.9113,-1,0.0,0,0,,,0,1
1216,ACC001216,salary,False,False,Delhi,IN,full,1471305600,3060,False,0.4805,1548.03,1.022,0.0995,209673.44,0.5862,699,168972.5,1,0,,,0,0
1217,ACC001217,small_business,True,True,Mumbai,IN,full,1549324800,2157,False,2.2952,3301.7,1.162,0.032,3007619.79,2.3792,-1,0.0,0,0,,,0,0
1218,ACC001218,household,False,False,Hyderabad,IN,full,1638230400,1128,False,0.5249,2740.58,1.178,0.0442,179123.03,1.0129,-1,0.0,0,0,,,0,1
1219,ACC001219,freelancer,False,False,Pune,IN,full,1572652800,1887,False,0.9386,2910.78,1.346,0.1045,287800.82,2.3447,-1,0.0,0,0,,,0,0
1220,ACC001220,salary,False,False,Delhi,IN,min,1409875200,3771,False,0.3892,3024.05,0.996,0.0761,63205.2,4.937,824,48843.02,3,0,,,0,1
1221,ACC001221,salary,False,False,Kochi,IN,full,1405123200,3826,False,0.6878,2990.99,0.908,0.0251,122502.34,0.8154,564,102879.4,1,0,,,0,1
1222,ACC001222,student,False,False,Pune,IN,full,1463875200,3146,False,0.4865,628.37,1.069,0.0646,14190.42,0.6228,-1,0.0,0,0,,,0,1
1223,ACC001223,salary,False,False,Pune,IN,full,1604102400,1523,False,0.2322,846.03,1.162,0.0822,155695.56,0.3265,941,119341.14,7,0,,,0,0
1224,ACC001224,salary,False,False,Ahmedabad,IN,full,1718323200,201,False,0.893,829.06,1.031,0.0583,127772.43,0.8032,1185,104464.01,4,0,,,0,1
1225,ACC001225,household,False,False,Mumbai,IN,min,1449014400,3318,True,0.0103,1246.39,1.196,0.0318,149999.03,2.5048,-1,0.0,0,0,,,0,1
1226,ACC001226,large_business,True,True,Kochi,IN,full,1427414400,3568,False,3.8524,371150.9,1.236,0.02,163555078.21,15.9401,-1,0.0,0,1,source,rapid_pass_through,1,1
1227,ACC001227,student,False,False,Kochi,IN,full,1714089600,250,False,0.2864,654.78,1.028,0.2055,7081.58,0.2712,-1,0.0,0,0,,,0,1
1228,ACC001228,large_business,True,True,Chennai,IN,min,1628208000,1244,False,13.0287,295964.78,1.181,0.0342,217399706.59,24.3598,-1,0.0,0,1,source,layering_chain|rapid_pass_through,6,0
1229,ACC001229,large_business,True,True,Hyderabad,IN,min,1530921600,2370,False,4.5282,153766.97,1.417,0.0193,45169778.08,13.8779,-1,0.0,0,0,,,0,1
1230,ACC001230,salary,False,False,Pune,IN,full,1498089600,2750,False,1.1183,2210.89,0.893,0.0441,218910.02,2.261,441,200485.66,5,0,,,0,1
1231,ACC001231,small_business,True,True,Jaipur,IN,min,1401753600,3865,False,1.5777,15506.08,1.098,0.042,2156394.04,3.72,-1,0.0,0,0,,,0,0
1232,ACC001232,small_business,True,True,Kochi,IN,full,1609200000,1464,False,2.8824,7998.83,1.022,0.0616,2679302.02,1.6542,-1,0.0,0,1,intermediary,circular_flow,1,0
1233,ACC001233,small_business,True,True,Mumbai,IN,min,1517443200,2526,False,2.5013,3418.95,1.283,0.075,467321.03,1.9262,-1,0.0,0,0,,,0,0
1234,ACC001234,small_business,True,True,Kolkata,IN,full,1587168000,1719,False,1.965,12453.28,1.245,0.0537,1236041.8,9.0459,-1,0.0,0,0,,,0,0
1235,ACC001235,salary,False,False,Hyderabad,IN,full,1396569600,3925,True,0.0443,1796.89,1.038,0.0979,94710.18,4.2568,681,91953.26,4,0,,,0,1
1236,ACC001236,salary,False,False,Bengaluru,IN,full,1419811200,3656,False,0.2763,891.22,0.915,0.0743,108443.95,1.4406,116,89047.26,4,0,,,0,1
1237,ACC001237,household,False,False,Pune,IN,full,1480377600,2955,False,0.3061,3619.58,0.807,0.0329,143344.03,4.4193,-1,0.0,0,0,,,0,1
1238,ACC001238,student,False,False,Mumbai,IN,full,1445299200,3361,False,0.2503,578.44,0.812,0.0646,12721.84,0.5574,-1,0.0,0,0,,,0,0
1239,ACC001239,small_business,True,True,Kolkata,IN,full,1727568000,94,False,0.5384,9069.55,1.358,0.0655,2694592.27,1.3156,-1,0.0,0,0,,,0,0
1240,ACC001240,salary,False,False,Bengaluru,IN,min,1445472000,3359,False,0.4634,1497.83,0.93,0.081,177950.33,0.949,44,153870.92,1,0,,,0,0
1241,ACC001241,merchant,True,True,Kochi,IN,full,1554595200,2096,False,3.4721,1818.81,1.009,0.1123,4694074.01,77.213,-1,0.0,0,0,,,0,0
1242,ACC001242,household,False,False,Bengaluru,IN,full,1408233600,3790,False,1.1439,2040.09,0.867,0.058,194043.89,1.2077,-1,0.0,0,0,,,0,1
1243,ACC001243,student,False,False,Kolkata,IN,min,1451347200,3291,False,0.5132,144.67,0.903,0.1507,23801.66,0.3831,-1,0.0,0,0,,,0,0
1244,ACC001244,student,False,False,Ahmedabad,IN,full,1637625600,1135,False,0.3215,353.94,0.781,0.1111,13469.43,0.3929,-1,0.0,0,0,,,0,1
1245,ACC001245,salary,False,False,Pune,IN,full,1645833600,1040,True,0.01,1811.51,1.127,0.0451,84455.88,3.2483,523,83702.28,7,1,mule|transit,dormant_activation|fan_in|fan_out|mule_network,8,1
1246,ACC001246,salary,False,False,Hyderabad,IN,full,1646611200,1031,False,0.4059,2695.13,1.064,0.0944,87098.41,0.9793,47,73421.98,5,0,,,0,1
1247,ACC001247,merchant,True,True,Kochi,IN,full,1574985600,1860,False,4.4389,2831.46,0.99,0.1167,6735411.82,30.8941,-1,0.0,0,0,,,0,0
1248,ACC001248,student,False,False,Delhi,IN,full,1719878400,183,False,0.3057,773.25,0.892,0.1527,20246.29,0.9934,-1,0.0,0,0,,,0,1
1249,ACC001249,merchant,True,True,Kolkata,IN,min,1680048000,644,False,6.4711,895.55,0.943,0.0577,6898905.38,51.542,-1,0.0,0,0,,,0,0
1250,ACC001250,student,False,False,Jaipur,IN,full,1523923200,2451,False,0.2948,311.12,1.013,0.1165,7656.0,0.327,-1,0.0,0,1,intermediary|mule,fan_in|fan_out|layering_chain|mule_network,6,1
1251,ACC001251,salary,False,False,Hyderabad,IN,full,1408320000,3789,False,0.5201,818.33,1.072,0.0374,149306.47,3.8589,311,128643.78,3,0,,,0,1
1252,ACC001252,salary,False,False,Kolkata,IN,full,1450051200,3306,False,0.4633,869.82,1.052,0.0987,149798.96,1.4626,75,127024.17,7,0,,,0,1
1253,ACC001253,small_business,True,True,Hyderabad,IN,full,1665100800,817,False,0.5262,13021.89,1.07,0.0475,560634.13,5.8681,-1,0.0,0,0,,,0,1
1254,ACC001254,merchant,True,True,Delhi,IN,min,1714780800,242,False,1.8093,1845.39,0.912,0.1065,6631715.5,87.7863,-1,0.0,0,0,,,0,0
1255,ACC001255,salary,False,False,Pune,IN,full,1557014400,2068,False,1.1841,979.82,0.992,0.0773,76318.63,0.7402,44,71517.98,4,0,,,0,1
1256,ACC001256,salary,False,False,Delhi,IN,full,1709510400,303,False,0.7322,687.5,1.027,0.0362,85428.36,2.1296,399,66460.48,4,0,,,0,1
1257,ACC001257,small_business,True,True,Ahmedabad,IN,full,1643846400,1063,False,0.7134,7589.2,0.99,0.0698,3339037.55,8.8159,-1,0.0,0,1,intermediary|source,circular_flow,2,0
1258,ACC001258,salary,False,False,Delhi,IN,full,1608508800,1472,False,0.1983,2525.45,0.951,0.0941,92710.64,0.6481,370,84001.87,6,0,,,0,1
1259,ACC001259,large_business,True,True,Kolkata,IN,full,1719619200,186,False,2.5232,390436.4,1.668,0.0246,14268707.33,26.2477,-1,0.0,0,0,,,0,0
1260,ACC001260,salary,False,False,Ahmedabad,IN,full,1397692800,3912,False,0.6372,1403.6,0.954,0.0505,114137.43,1.8195,1485,105415.39,5,0,,,0,1
1261,ACC001261,student,False,False,Kochi,IN,full,1518825600,2510,False,0.5974,615.18,1.017,0.1793,22625.44,0.4268,-1,0.0,0,0,,,0,1
1262,ACC001262,merchant,True,True,Pune,IN,full,1579996800,1802,False,1.9698,1342.44,0.764,0.1067,3837256.65,31.4672,-1,0.0,0,0,,,0,1
1263,ACC001263,small_business,True,True,Mumbai,IN,min,1715385600,235,True,0.0534,17708.25,0.965,0.0784,221982.64,3.713,-1,0.0,0,0,,,0,0
1264,ACC001264,salary,False,False,Bengaluru,IN,min,1719878400,183,False,0.1138,888.45,0.98,0.0549,192500.99,0.8217,1078,146297.43,6,0,,,0,1
1265,ACC001265,salary,False,False,Kochi,IN,min,1455667200,3241,False,0.2747,1917.89,1.205,0.0963,238391.93,1.0316,1253,208024.75,6,0,,,0,1
1266,ACC001266,salary,False,False,Hyderabad,IN,full,1583280000,1764,False,0.3059,602.27,1.042,0.0977,61460.7,1.0659,627,48929.5,2,0,,,0,0
1267,ACC001267,salary,False,False,Kochi,IN,full,1708128000,319,False,0.358,2431.79,1.222,0.0503,111790.13,0.3559,1432,92722.77,6,0,,,0,1
1268,ACC001268,large_business,True,True,Kochi,IN,full,1495756800,2777,False,8.4048,367628.36,1.114,0.0114,242779578.79,16.0956,-1,0.0,0,0,,,0,0
1269,ACC001269,household,False,False,Kochi,IN,full,1485043200,2901,True,0.0088,1159.03,1.121,0.0772,83835.94,1.587,-1,0.0,0,0,,,0,0
1270,ACC001270,salary,False,False,Kochi,IN,full,1416960000,3689,False,0.3568,3012.3,1.024,0.0813,118928.57,1.9567,575,100722.35,4,0,,,0,1
1271,ACC001271,salary,False,False,Ahmedabad,IN,min,1641859200,1086,False,0.3145,2292.69,1.199,0.0703,132526.73,0.8421,1239,119224.73,5,0,,,0,1
1272,ACC001272,household,False,False,Delhi,IN,full,1730764800,57,False,0.2568,3888.09,1.049,0.0434,190697.85,3.0991,-1,0.0,0,0,,,0,0
1273,ACC001273,small_business,True,True,Ahmedabad,IN,full,1576368000,1844,False,2.3662,14224.31,1.371,0.0448,2226500.76,10.3212,-1,0.0,0,0,,,0,0
1274,ACC001274,merchant,True,True,Hyderabad,IN,full,1700179200,411,False,6.5216,3415.59,0.983,0.1387,1394341.47,26.0681,-1,0.0,0,0,,,0,0
1275,ACC001275,investment,True,True,Bengaluru,IN,min,1660176000,874,False,0.0431,2016180.07,1.232,0.0216,39229868.94,8.9815,-1,0.0,0,0,,,0,0
1276,ACC001276,merchant,True,True,Hyderabad,IN,full,1428451200,3556,False,1.7709,738.95,0.801,0.097,8511079.29,118.976,-1,0.0,0,0,,,0,0
1277,ACC001277,merchant,True,True,Kochi,IN,min,1594339200,1636,True,0.1542,656.55,1.037,0.0524,6201168.32,59.3622,-1,0.0,0,0,,,0,0
1278,ACC001278,small_business,True,True,Kochi,IN,full,1705017600,355,False,2.3299,15079.4,1.319,0.0782,1235636.74,17.264,-1,0.0,0,0,,,0,0
1279,ACC001279,salary,False,False,Kochi,IN,min,1656288000,919,False,0.4159,2111.14,1.215,0.0275,229859.93,1.2438,1032,186245.77,3,0,,,0,1
1280,ACC001280,freelancer,False,False,Delhi,IN,min,1422835200,3621,False,0.2391,2184.86,1.38,0.1508,339500.93,1.481,-1,0.0,0,0,,,0,1
1281,ACC001281,student,False,False,Kochi,IN,full,1616025600,1385,False,0.446,683.01,1.046,0.0922,14772.2,1.5599,-1,0.0,0,0,,,0,1
1282,ACC001282,salary,False,False,Mumbai,IN,full,1633737600,1180,False,0.3211,1544.57,1.202,0.0502,82822.01,0.9755,673,67493.88,6,0,,,0,1
1283,ACC001283,salary,False,False,Delhi,IN,full,1584921600,1745,False,0.1826,2660.94,1.133,0.0355,123391.21,0.6735,1198,112552.43,2,0,,,0,1
1284,ACC001284,salary,False,False,Bengaluru,IN,full,1427068800,3572,False,0.1803,1760.98,0.943,0.0976,73403.26,1.1345,1259,69184.53,5,1,mule,fan_in|fan_out,3,1
1285,ACC001285,small_business,True,True,Delhi,IN,full,1392076800,3977,False,0.5361,21107.11,1.232,0.0731,3046559.02,3.1817,-1,0.0,0,0,,,0,1
1286,ACC001286,merchant,True,True,Delhi,IN,min,1483747200,2916,False,3.0222,270.37,1.038,0.0474,4505472.51,40.2805,-1,0.0,0,0,,,0,0
1287,ACC001287,small_business,True,True,Kochi,IN,min,1556064000,2079,False,1.9828,21155.07,1.395,0.0722,467787.68,5.5755,-1,0.0,0,0,,,0,0
1288,ACC001288,freelancer,False,False,Pune,IN,full,1507939200,2636,False,0.3944,5627.39,1.322,0.1237,31604.88,3.0853,-1,0.0,0,0,,,0,1
1289,ACC001289,freelancer,False,False,Jaipur,IN,full,1395187200,3941,True,0.0057,1070.21,1.227,0.0534,135299.96,2.2217,-1,0.0,0,0,,,0,1
1290,ACC001290,merchant,True,True,Jaipur,IN,full,1713139200,261,False,2.7075,2799.24,0.911,0.0909,3848976.76,29.1914,-1,0.0,0,0,,,0,0
1291,ACC001291,investment,True,True,Pune,IN,min,1414454400,3718,False,0.075,635225.89,1.393,0.0323,52775971.2,8.1638,-1,0.0,0,0,,,0,0
1292,ACC001292,small_business,True,True,Ahmedabad,IN,full,1535500800,2317,False,1.571,24394.8,1.106,0.0667,3156354.0,3.6515,-1,0.0,0,0,,,0,0
1293,ACC001293,salary,False,False,Bengaluru,IN,min,1535155200,2321,False,0.4569,1239.39,0.908,0.0814,247067.43,0.8905,589,213854.62,3,0,,,0,1
1294,ACC001294,student,False,False,Chennai,IN,full,1563408000,1994,False,0.3105,285.99,0.885,0.1672,21099.75,1.007,-1,0.0,0,0,,,0,0
1295,ACC001295,freelancer,False,False,Chennai,IN,full,1719446400,188,False,0.0911,1372.85,1.324,0.0645,67151.99,5.3108,-1,0.0,0,1,intermediary,circular_flow|layering_chain,3,1
1296,ACC001296,household,False,False,Bengaluru,IN,full,1405641600,3820,False,0.5839,1404.24,1.003,0.0815,66135.95,1.4481,-1,0.0,0,0,,,0,0
1297,ACC001297,salary,False,False,Hyderabad,IN,full,1463529600,3150,False,0.3387,1527.42,1.151,0.0702,145729.32,4.5759,1364,130412.27,1,0,,,0,1
1298,ACC001298,small_business,True,True,Hyderabad,IN,min,1460332800,3187,False,0.6602,3949.83,1.383,0.0739,1047516.07,2.8717,-1,0.0,0,0,,,0,1
1299,ACC001299,investment,True,True,Bengaluru,IN,full,1565308800,1972,False,0.3219,1403269.56,1.452,0.0338,22720763.06,9.9264,-1,0.0,0,0,,,0,0
1300,ACC001300,large_business,True,True,Delhi,IN,min,1483920000,2914,False,6.6581,208431.42,1.125,0.0208,97364836.26,34.5541,-1,0.0,0,0,,,0,0
1301,ACC001301,salary,False,False,Pune,IN,min,1525564800,2432,False,0.6547,2704.45,1.018,0.0229,40541.35,1.3669,712,32883.3,4,0,,,0,0
1302,ACC001302,salary,False,False,Pune,IN,full,1615420800,1392,False,0.1129,2496.13,1.159,0.0454,103975.83,1.0228,469,86749.59,6,0,,,0,1
1303,ACC001303,student,False,False,Hyderabad,IN,full,1588464000,1704,False,0.1618,182.65,0.758,0.1031,11640.55,1.0019,-1,0.0,0,0,,,0,1
1304,ACC001304,salary,False,False,Mumbai,IN,full,1493769600,2800,False,0.852,1490.18,1.163,0.068,114697.52,1.2761,356,99263.12,7,0,,,0,1
1305,ACC001305,salary,False,False,Pune,IN,full,1411776000,3749,False,0.9084,1324.55,1.058,0.0378,97471.14,1.7503,1083,90602.18,1,0,,,0,1
1306,ACC001306,salary,False,False,Chennai,IN,full,1627603200,1251,False,0.227,3373.0,1.058,0.0533,37557.25,0.5811,1348,37196.12,3,1,intermediary|mule,fan_out|layering_chain,2,1
1307,ACC001307,salary,False,False,Delhi,IN,full,1664323200,826,False,0.1862,1123.9,1.015,0.0217,72590.25,1.1705,2,58058.18,7,0,,,0,1
1308,ACC001308,household,False,False,Pune,IN,min,1629936000,1224,False,0.6469,3828.58,1.078,0.0842,156897.84,0.264,-1,0.0,0,0,,,0,0
1309,ACC001309,salary,False,False,Kochi,IN,full,1698796800,427,False,0.2433,2437.29,0.984,0.0944,146412.63,0.4653,611,126263.54,7,0,,,0,1
1310,ACC001310,investment,True,True,Jaipur,IN,full,1680393600,640,False,0.0318,1075912.0,1.041,0.0366,6200331.12,6.2646,-1,0.0,0,0,,,0,0
1311,ACC001311,salary,False,False,Mumbai,IN,min,1440979200,3411,False,0.4372,2059.97,1.061,0.0221,221244.06,1.0902,958,201861.43,4,0,,,0,1
1312,ACC001312,salary,False,False,Hyderabad,IN,full,1422921600,3620,False,0.7092,2786.85,1.039,0.0801,174113.55,2.7439,849,163137.85,4,0,,,0,1
1313,ACC001313,salary,False,False,Bengaluru,IN,min,1493510400,2803,False,0.5441,2510.77,0.93,0.0296,128237.2,1.2805,454,113334.42,7,0,,,0,1
1314,ACC001314,salary,False,False,Delhi,IN,full,1579996800,1802,False,0.3115,3371.52,0.996,0.0711,238179.4,3.66,391,211985.2,2,0,,,0,1
1315,ACC001315,salary,False,False,Mumbai,IN,full,1427760000,3564,False,0.6058,1587.19,1.244,0.0768,109932.59,0.8904,333,85087.85,5,0,,,0,1
1316,ACC001316,freelancer,False,False,Hyderabad,IN,full,1611964800,1432,False,0.258,714.02,1.38,0.0699,384892.29,2.2683,-1,0.0,0,0,,,0,1
1317,ACC001317,household,False,False,Ahmedabad,IN,full,1444348800,3372,False,0.6906,3376.44,1.036,0.0446,67481.71,1.0411,-1,0.0,0,0,,,0,0
1318,ACC001318,salary,False,False,Ahmedabad,IN,full,1530144000,2379,False,0.5592,2081.95,1.135,0.0618,67079.55,0.772,187,61387.93,5,0,,,0,0
1319,ACC001319,household,False,False,Mumbai,IN,min,1719187200,191,False,0.5731,2934.07,1.117,0.0577,79904.37,2.3914,-1,0.0,0,0,,,0,0
1320,ACC001320,merchant,True,True,Kolkata,IN,min,1686787200,566,False,1.6145,836.12,0.899,0.0929,4201992.52,86.0567,-1,0.0,0,0,,,0,1
1321,ACC001321,freelancer,False,False,Chennai,IN,min,1647043200,1026,False,0.1887,1691.67,1.181,0.171,32822.87,1.32,-1,0.0,0,0,,,0,1
1322,ACC001322,salary,False,False,Delhi,IN,min,1393718400,3958,True,0.025,2701.84,1.18,0.0858,98459.92,1.2394,1395,79115.26,5,0,,,0,1
1323,ACC001323,salary,False,False,Hyderabad,IN,min,1531612800,2362,False,0.4871,648.37,0.958,0.0984,98714.15,0.9635,247,89823.89,5,0,,,0,1
1324,ACC001324,small_business,True,True,Ahmedabad,IN,full,1414800000,3714,False,0.7289,10397.56,1.32,0.042,1391422.87,13.956,-1,0.0,0,0,,,0,0
1325,ACC001325,merchant,True,True,Ahmedabad,IN,full,1422662400,3623,False,2.2484,2029.54,1.04,0.0514,3916177.48,36.7942,-1,0.0,0,0,,,0,0
1326,ACC001326,investment,True,True,Kochi,IN,min,1486166400,2888,False,0.3263,892460.86,1.083,0.0353,51748674.85,6.3015,-1,0.0,0,0,,,0,0
1327,ACC001327,salary,False,False,Delhi,IN,min,1395014400,3943,False,0.2338,2178.78,0.931,0.0704,179935.44,0.797,1254,149910.05,3,1,mule,fan_in|fan_out|mule_network|smurfing,5,1
1328,ACC001328,merchant,True,True,Pune,IN,full,1418256000,3674,False,2.182,1526.45,0.991,0.1373,4004752.5,38.4013,-1,0.0,0,0,,,0,1
1329,ACC001329,salary,False,False,Mumbai,IN,full,1729468800,72,False,0.2678,2232.52,1.111,0.0654,225733.03,3.7452,705,215887.16,5,1,mule,fan_in|fan_out|smurfing,3,1
1330,ACC001330,salary,False,False,Bengaluru,IN,min,1701648000,394,False,0.5952,1331.75,1.052,0.0479,208081.33,0.5977,1023,169488.16,4,1,mule,fan_in|mule_network,2,1
1331,ACC001331,student,False,False,Mumbai,IN,full,1632096000,1199,False,0.5179,333.33,0.896,0.2173,17394.62,1.464,-1,0.0,0,0,,,0,1
1332,ACC001332,freelancer,False,False,Jaipur,SG,full,1560211200,2031,False,0.102,528.67,1.148,0.0524,226621.63,0.6367,-1,0.0,0,0,,,0,1
1333,ACC001333,salary,False,False,Ahmedabad,IN,full,1459209600,3200,False,0.4717,1975.02,1.229,0.0988,90929.99,0.2595,179,84909.44,2,0,,,0,1
1334,ACC001334,small_business,True,True,Pune,IN,full,1571702400,1898,False,2.91,4296.07,1.398,0.0438,1558322.56,7.0588,-1,0.0,0,0,,,0,0
1335,ACC001335,student,False,False,Chennai,IN,min,1731196800,52,False,0.1268,853.67,0.825,0.1681,17619.71,0.804,-1,0.0,0,0,,,0,1
1336,ACC001336,student,False,False,Kochi,IN,full,1412899200,3736,False,0.2108,895.84,0.808,0.2069,8990.87,0.4048,-1,0.0,0,0,,,0,0
