sender,receiver,n_txns,total_amount,mean_amount,max_amount,n_laundering_txns,is_laundering_edge,lifespan_days,first_time,last_time
ACC001496,ACC000174,1,910.9,910.9,910.9,0,0,0.0,2025-01-25 15:31:02,2025-01-25 15:31:02
ACC000775,ACC001228,1,2000.0,2000.0,2000.0,0,0,0.0,2025-01-25 15:32:54,2025-01-25 15:32:54
ACC000370,ACC001466,1,14746.39,14746.39,14746.39,0,0,0.0,2025-01-25 15:33:25,2025-01-25 15:33:25
ACC000185,ACC000161,1,86.8,86.8,86.8,0,0,0.0,2025-01-25 15:34:04,2025-01-25 15:34:04
ACC001388,ACC000436,1,4808.4,4808.4,4808.4,0,0,0.0,2025-01-25 15:34:37,2025-01-25 15:34:37
ACC000461,ACC000699,1,5400.0,5400.0,5400.0,0,0,0.0,2025-01-25 15:36:41,2025-01-25 15:36:41
ACC001362,ACC000523,1,578.87,578.87,578.87,0,0,0.0,2025-01-25 15:37:09,2025-01-25 15:37:09
ACC001448,ACC000039,1,11388.89,11388.89,11388.89,0,0,0.0,2025-01-25 15:38:11,2025-01-25 15:38:11
ACC001032,ACC000951,1,68623.88,68623.88,68623.88,0,0,0.0,2025-01-25 15:38:34,2025-01-25 15:38:34
ACC000359,ACC000292,2,1067.61,533.81,607.0,0,0,0.282,2025-01-25 15:39:54,2025-01-25 22:26:20
ACC001439,ACC000118,1,5987.75,5987.75,5987.75,0,0,0.0,2025-01-25 15:41:04,2025-01-25 15:41:04
ACC000781,ACC001477,1,98000.0,98000.0,98000.0,0,0,0.0,2025-01-25 15:43:43,2025-01-25 15:43:43
ACC000188,ACC000125,1,55235.0,55235.0,55235.0,0,0,0.0,2025-01-25 15:48:15,2025-01-25 15:48:15
ACC001038,ACC000384,1,9755.28,9755.28,9755.28,0,0,0.0,2025-01-25 15:48:38,2025-01-25 15:48:38
ACC000332,ACC000164,1,1100.0,1100.0,1100.0,0,0,0.0,2025-01-25 15:51:16,2025-01-25 15:51:16
ACC000050,ACC001155,1,2223.51,2223.51,2223.51,0,0,0.0,2025-01-25 15:52:16,2025-01-25 15:52:16
ACC000494,ACC000033,1,2760.01,2760.01,2760.01,0,0,0.0,2025-01-25 15:53:42,2025-01-25 15:53:42
ACC000431,ACC001226,1,2471.88,2471.88,2471.88,0,0,0.0,2025-01-25 15:56:08,2025-01-25 15:56:08
ACC000150,ACC000333,1,23403.48,23403.48,23403.48,0,0,0.0,2025-01-25 15:57:21,2025-01-25 15:57:21
ACC000886,ACC001079,2,3655.68,1827.84,1834.97,0,0,0.267,2025-01-25 15:58:37,2025-01-25 22:23:01
ACC001243,ACC000686,1,70.0,70.0,70.0,0,0,0.0,2025-01-25 15:59:10,2025-01-25 15:59:10
ACC000462,ACC001073,1,2215.01,2215.01,2215.01,0,0,0.0,2025-01-25 15:59:45,2025-01-25 15:59:45
ACC000396,ACC001445,3,3849.08,1283.03,2359.63,0,0,3.196,2025-01-25 16:00:31,2025-01-28 20:42:13
ACC000331,ACC001249,1,2188.95,2188.95,2188.95,0,0,0.0,2025-01-25 16:00:54,2025-01-25 16:00:54
ACC001268,ACC001078,1,95262.44,95262.44,95262.44,0,0,0.0,2025-01-25 16:01:22,2025-01-25 16:01:22
ACC000145,ACC000906,1,20099.47,20099.47,20099.47,0,0,0.0,2025-01-25 16:02:19,2025-01-25 16:02:19
ACC000171,ACC000090,1,20920.41,20920.41,20920.41,0,0,0.0,2025-01-25 16:03:15,2025-01-25 16:03:15
ACC000692,ACC000630,2,12259.09,6129.54,9902.95,0,0,3.96,2025-01-25 16:05:03,2025-01-29 15:07:59
ACC001209,ACC001254,1,2450.0,2450.0,2450.0,0,0,0.0,2025-01-25 16:06:25,2025-01-25 16:06:25
ACC000082,ACC000613,1,299144.28,299144.28,299144.28,0,0,0.0,2025-01-25 16:07:36,2025-01-25 16:07:36
ACC000018,ACC000008,1,587.44,587.44,587.44,0,0,0.0,2025-01-25 16:07:55,2025-01-25 16:07:55
ACC001247,ACC001407,1,940.0,940.0,940.0,0,0,0.0,2025-01-25 16:08:37,2025-01-25 16:08:37
ACC001274,ACC000426,1,4812.35,4812.35,4812.35,0,0,0.0,2025-01-25 16:08:52,2025-01-25 16:08:52
ACC001085,ACC000082,1,3082.42,3082.42,3082.42,0,0,0.0,2025-01-25 16:10:45,2025-01-25 16:10:45
ACC000610,ACC001387,1,2692.83,2692.83,2692.83,0,0,0.0,2025-01-25 16:11:44,2025-01-25 16:11:44
ACC000246,ACC000275,1,3583006.24,3583006.24,3583006.24,0,0,0.0,2025-01-25 16:12:33,2025-01-25 16:12:33
ACC000596,ACC000269,1,2147.25,2147.25,2147.25,0,0,0.0,2025-01-25 16:12:47,2025-01-25 16:12:47
ACC001281,ACC000712,1,8900.0,8900.0,8900.0,0,0,0.0,2025-01-25 16:13:16,2025-01-25 16:13:16
ACC000122,ACC001320,1,740.0,740.0,740.0,0,0,0.0,2025-01-25 16:13:42,2025-01-25 16:13:42
ACC000932,ACC000016,1,43187.05,43187.05,43187.05,0,0,0.0,2025-01-25 16:13:51,2025-01-25 16:13:51
ACC000622,ACC001254,1,96190.58,96190.58,96190.58,0,0,0.0,2025-01-25 16:14:45,2025-01-25 16:14:45
ACC001372,ACC000969,1,5799.13,5799.13,5799.13,0,0,0.0,2025-01-25 16:16:40,2025-01-25 16:16:40
ACC000216,ACC001273,3,12936.01,4312.0,6500.0,0,0,0.271,2025-01-25 16:17:34,2025-01-25 22:47:18
ACC000794,ACC000722,1,4378.32,4378.32,4378.32,0,0,0.0,2025-01-25 16:18:30,2025-01-25 16:18:30
ACC000134,ACC000486,1,7722.55,7722.55,7722.55,0,0,0.0,2025-01-25 16:19:15,2025-01-25 16:19:15
ACC000310,ACC001010,1,330.0,330.0,330.0,0,0,0.0,2025-01-25 16:19:19,2025-01-25 16:19:19
ACC000536,ACC001320,1,4460.0,4460.0,4460.0,0,0,0.0,2025-01-25 16:21:47,2025-01-25 16:21:47
ACC001120,ACC001341,2,3699.98,1849.99,2990.0,0,0,2.33,2025-01-25 16:23:16,2025-01-28 00:18:20
ACC000902,ACC000941,1,5395.6,5395.6,5395.6,0,0,0.0,2025-01-25 16:24:55,2025-01-25 16:24:55
ACC000145,ACC001325,1,3540.0,3540.0,3540.0,0,0,0.0,2025-01-25 16:25:58,2025-01-25 16:25:58
ACC000970,ACC000512,1,1090.0,1090.0,1090.0,0,0,0.0,2025-01-25 16:26:01,2025-01-25 16:26:01
ACC000329,ACC001441,1,15700.0,15700.0,15700.0,0,0,0.0,2025-01-25 16:28:07,2025-01-25 16:28:07
ACC000506,ACC001426,1,1619.51,1619.51,1619.51,0,0,0.0,2025-01-25 16:28:29,2025-01-25 16:28:29
ACC001453,ACC000289,1,2520.0,2520.0,2520.0,0,0,0.0,2025-01-25 16:29:27,2025-01-25 16:29:27
ACC000985,ACC000686,1,2821.98,2821.98,2821.98,0,0,0.0,2025-01-25 16:30:21,2025-01-25 16:30:21
ACC000919,ACC000213,1,3080.0,3080.0,3080.0,0,0,0.0,2025-01-25 16:30:48,2025-01-25 16:30:48
ACC001274,ACC000291,1,2881.4,2881.4,2881.4,0,0,0.0,2025-01-25 16:31:13,2025-01-25 16:31:13
ACC000424,ACC000339,1,544000.0,544000.0,544000.0,0,0,0.0,2025-01-25 16:31:50,2025-01-25 16:31:50
ACC000446,ACC001466,1,770.0,770.0,770.0,0,0,0.0,2025-01-25 16:32:16,2025-01-25 16:32:16
ACC000326,ACC000033,1,3048.32,3048.32,3048.32,0,0,0.0,2025-01-25 16:32:31,2025-01-25 16:32:31
ACC000017,ACC000042,1,9915.83,9915.83,9915.83,0,0,0.0,2025-01-25 16:32:37,2025-01-25 16:32:37
ACC000536,ACC001486,1,1523.93,1523.93,1523.93,0,0,0.0,2025-01-25 16:32:39,2025-01-25 16:32:39
ACC000926,ACC000161,1,11300.0,11300.0,11300.0,0,0,0.0,2025-01-25 16:33:59,2025-01-25 16:33:59
ACC001098,ACC001010,1,1806.64,1806.64,1806.64,0,0,0.0,2025-01-25 16:35:25,2025-01-25 16:35:25
ACC001201,ACC000975,1,4715.6,4715.6,4715.6,0,0,0.0,2025-01-25 16:36:40,2025-01-25 16:36:40
ACC001367,ACC000712,1,2540.0,2540.0,2540.0,0,0,0.0,2025-01-25 16:37:47,2025-01-25 16:37:47
ACC001421,ACC001039,1,39138.91,39138.91,39138.91,0,0,0.0,2025-01-25 16:37:49,2025-01-25 16:37:49
ACC000424,ACC000494,1,260031.47,260031.47,260031.47,0,0,0.0,2025-01-25 16:40:16,2025-01-25 16:40:16
ACC000129,ACC000637,3,33228.66,11076.22,19500.0,0,0,4.216,2025-01-25 16:41:30,2025-01-29 21:51:59
ACC000148,ACC000196,1,652671.93,652671.93,652671.93,0,0,0.0,2025-01-25 16:42:17,2025-01-25 16:42:17
ACC001153,ACC000963,1,185000.0,185000.0,185000.0,0,0,0.0,2025-01-25 16:42:46,2025-01-25 16:42:46
ACC001175,ACC001072,1,298.19,298.19,298.19,0,0,0.0,2025-01-25 16:44:37,2025-01-25 16:44:37
ACC000622,ACC001407,5,173978.78,34795.76,70000.0,0,0,4.066,2025-01-25 16:45:19,2025-01-29 18:20:08
ACC001231,ACC000705,1,10600.0,10600.0,10600.0,0,0,0.0,2025-01-25 16:46:09,2025-01-25 16:46:09
ACC000579,ACC000942,1,668.36,668.36,668.36,0,0,0.0,2025-01-25 16:47:00,2025-01-25 16:47:00
ACC001147,ACC001162,1,17000.0,17000.0,17000.0,0,0,0.0,2025-01-25 16:47:30,2025-01-25 16:47:30
ACC000604,ACC001072,1,712351.53,712351.53,712351.53,0,0,0.0,2025-01-25 16:48:18,2025-01-25 16:48:18
ACC001108,ACC001276,1,2447.21,2447.21,2447.21,0,0,0.0,2025-01-25 16:48:22,2025-01-25 16:48:22
ACC001235,ACC001325,1,4774.07,4774.07,4774.07,0,0,0.0,2025-01-25 16:48:25,2025-01-25 16:48:25
ACC001483,ACC001387,1,1960.79,1960.79,1960.79,0,0,0.0,2025-01-25 16:50:10,2025-01-25 16:50:10
ACC000902,ACC000500,1,1148.53,1148.53,1148.53,0,0,0.0,2025-01-25 16:51:02,2025-01-25 16:51:02
ACC001357,ACC000156,1,4990.0,4990.0,4990.0,0,0,0.0,2025-01-25 16:51:05,2025-01-25 16:51:05
ACC000656,ACC001018,1,207584.61,207584.61,207584.61,0,0,0.0,2025-01-25 16:52:17,2025-01-25 16:52:17
ACC001030,ACC001278,1,1519.64,1519.64,1519.64,0,0,0.0,2025-01-25 16:52:30,2025-01-25 16:52:30
ACC000815,ACC000141,1,300.0,300.0,300.0,0,0,0.0,2025-01-25 16:52:54,2025-01-25 16:52:54
ACC000999,ACC000332,1,199000.0,199000.0,199000.0,0,0,0.0,2025-01-25 16:53:23,2025-01-25 16:53:23
ACC001278,ACC000033,1,21657.28,21657.28,21657.28,0,0,0.0,2025-01-25 16:54:14,2025-01-25 16:54:14
ACC000449,ACC000712,1,985.98,985.98,985.98,0,0,0.0,2025-01-25 16:54:16,2025-01-25 16:54:16
ACC000686,ACC000699,1,4640.0,4640.0,4640.0,0,0,0.0,2025-01-25 16:54:44,2025-01-25 16:54:44
ACC000087,ACC001098,1,1248.06,1248.06,1248.06,0,0,0.0,2025-01-25 16:57:18,2025-01-25 16:57:18
ACC000009,ACC000712,1,2943.46,2943.46,2943.46,0,0,0.0,2025-01-25 16:58:26,2025-01-25 16:58:26
ACC000326,ACC000697,1,11680.33,11680.33,11680.33,0,0,0.0,2025-01-25 17:00:08,2025-01-25 17:00:08
ACC000494,ACC001387,2,5018.38,2509.19,4381.86,0,0,4.023,2025-01-25 17:02:39,2025-01-29 17:35:39
ACC000366,ACC001155,1,2720.0,2720.0,2720.0,0,0,0.0,2025-01-25 17:03:52,2025-01-25 17:03:52
ACC001478,ACC000712,1,4770.0,4770.0,4770.0,0,0,0.0,2025-01-25 17:04:23,2025-01-25 17:04:23
ACC001183,ACC000391,1,40400.0,40400.0,40400.0,0,0,0.0,2025-01-25 17:07:02,2025-01-25 17:07:02
ACC000109,ACC001320,1,2276.5,2276.5,2276.5,0,0,0.0,2025-01-25 17:08:09,2025-01-25 17:08:09
ACC000900,ACC001175,1,1520.0,1520.0,1520.0,0,0,0.0,2025-01-25 17:10:56,2025-01-25 17:10:56
ACC000579,ACC000426,1,1410.0,1410.0,1410.0,0,0,0.0,2025-01-25 17:11:59,2025-01-25 17:11:59
ACC000810,ACC001416,1,4475.46,4475.46,4475.46,0,0,0.0,2025-01-25 17:12:28,2025-01-25 17:12:28
ACC000116,ACC001490,1,1787612.56,1787612.56,1787612.56,0,0,0.0,2025-01-25 17:12:35,2025-01-25 17:12:35
ACC000789,ACC000916,1,5654.77,5654.77,5654.77,0,0,0.0,2025-01-25 17:13:59,2025-01-25 17:13:59
ACC001362,ACC000294,1,3941.51,3941.51,3941.51,0,0,0.0,2025-01-25 17:14:09,2025-01-25 17:14:09
ACC000185,ACC001305,1,472.42,472.42,472.42,0,0,0.0,2025-01-25 17:15:07,2025-01-25 17:15:07
ACC000080,ACC000148,1,2939.0,2939.0,2939.0,0,0,0.0,2025-01-25 17:15:35,2025-01-25 17:15:35
ACC000055,ACC001249,1,6632.23,6632.23,6632.23,0,0,0.0,2025-01-25 17:16:43,2025-01-25 17:16:43
ACC000317,ACC000695,3,130100.05,43366.68,114723.31,0,0,1.737,2025-01-25 17:17:12,2025-01-27 10:58:56
ACC000075,ACC000988,1,2157000.0,2157000.0,2157000.0,0,0,0.0,2025-01-25 17:17:45,2025-01-25 17:17:45
ACC000611,ACC001313,1,119621.92,119621.92,119621.92,0,0,0.0,2025-01-25 17:17:51,2025-01-25 17:17:51
ACC000782,ACC001477,1,1272783.28,1272783.28,1272783.28,0,0,0.0,2025-01-25 17:21:01,2025-01-25 17:21:01
ACC001453,ACC001492,1,3616.04,3616.04,3616.04,0,0,0.0,2025-01-25 17:22:20,2025-01-25 17:22:20
ACC000607,ACC001241,1,27551.13,27551.13,27551.13,0,0,0.0,2025-01-25 17:22:25,2025-01-25 17:22:25
ACC000068,ACC000783,1,848.44,848.44,848.44,0,0,0.0,2025-01-25 17:23:11,2025-01-25 17:23:11
ACC001379,ACC001213,1,239.28,239.28,239.28,0,0,0.0,2025-01-25 17:23:45,2025-01-25 17:23:45
ACC000082,ACC000535,1,86644.59,86644.59,86644.59,0,0,0.0,2025-01-25 17:24:18,2025-01-25 17:24:18
ACC001232,ACC000333,1,75000.0,75000.0,75000.0,0,0,0.0,2025-01-25 17:26:26,2025-01-25 17:26:26
ACC000875,ACC000963,1,2029.23,2029.23,2029.23,0,0,0.0,2025-01-25 17:26:38,2025-01-25 17:26:38
ACC000611,ACC000093,1,57492.56,57492.56,57492.56,0,0,0.0,2025-01-25 17:27:12,2025-01-25 17:27:12
ACC000240,ACC000291,2,7881.77,3940.88,5742.96,0,0,4.12,2025-01-25 17:28:08,2025-01-29 20:20:26
ACC000333,ACC000109,1,6400.0,6400.0,6400.0,0,0,0.0,2025-01-25 17:28:45,2025-01-25 17:28:45
ACC000544,ACC000712,1,3615.28,3615.28,3615.28,0,0,0.0,2025-01-25 17:29:33,2025-01-25 17:29:33
ACC000656,ACC001277,1,58000.0,58000.0,58000.0,0,0,0.0,2025-01-25 17:29:58,2025-01-25 17:29:58
ACC001369,ACC001137,1,161.56,161.56,161.56,0,0,0.0,2025-01-25 17:30:57,2025-01-25 17:30:57
ACC000861,ACC001191,1,408614.82,408614.82,408614.82,0,0,0.0,2025-01-25 17:32:39,2025-01-25 17:32:39
ACC000475,ACC000185,1,540.0,540.0,540.0,0,0,0.0,2025-01-25 17:33:45,2025-01-25 17:33:45
ACC000079,ACC000297,1,682.69,682.69,682.69,0,0,0.0,2025-01-25 17:33:50,2025-01-25 17:33:50
ACC001409,ACC001249,1,37377.67,37377.67,37377.67,0,0,0.0,2025-01-25 17:34:01,2025-01-25 17:34:01
ACC000939,ACC000016,1,1400.0,1400.0,1400.0,0,0,0.0,2025-01-25 17:36:57,2025-01-25 17:36:57
ACC001317,ACC000936,1,5900.0,5900.0,5900.0,0,0,0.0,2025-01-25 17:37:39,2025-01-25 17:37:39
ACC000291,ACC000648,1,91.5,91.5,91.5,0,0,0.0,2025-01-25 17:39:30,2025-01-25 17:39:30
ACC001397,ACC001137,1,1940.0,1940.0,1940.0,0,0,0.0,2025-01-25 17:42:21,2025-01-25 17:42:21
ACC000726,ACC001387,1,1380.0,1380.0,1380.0,0,0,0.0,2025-01-25 17:44:12,2025-01-25 17:44:12
ACC001209,ACC000084,1,2690.0,2690.0,2690.0,0,0,0.0,2025-01-25 17:47:11,2025-01-25 17:47:11
ACC001274,ACC001466,1,6904.88,6904.88,6904.88,0,0,0.0,2025-01-25 17:50:47,2025-01-25 17:50:47
ACC001227,ACC000426,1,280.0,280.0,280.0,0,0,0.0,2025-01-25 17:50:52,2025-01-25 17:50:52
ACC000180,ACC000253,1,3880.4,3880.4,3880.4,0,0,0.0,2025-01-25 17:51:54,2025-01-25 17:51:54
ACC000001,ACC001114,1,3036.43,3036.43,3036.43,0,0,0.0,2025-01-25 17:52:46,2025-01-25 17:52:46
ACC001104,ACC000042,1,22396.44,22396.44,22396.44,0,0,0.0,2025-01-25 17:53:09,2025-01-25 17:53:09
ACC001491,ACC001108,1,2628.08,2628.08,2628.08,0,0,0.0,2025-01-25 17:53:53,2025-01-25 17:53:53
ACC001187,ACC000611,1,27366.51,27366.51,27366.51,0,0,0.0,2025-01-25 17:56:49,2025-01-25 17:56:49
ACC000458,ACC000686,1,5300.0,5300.0,5300.0,0,0,0.0,2025-01-25 17:58:12,2025-01-25 17:58:12
ACC000085,ACC001470,2,53674.39,26837.2,27087.7,0,0,2.974,2025-01-25 17:58:59,2025-01-28 17:21:42
ACC001407,ACC001486,1,3309.62,3309.62,3309.62,0,0,0.0,2025-01-25 17:59:44,2025-01-25 17:59:44
ACC000336,ACC001088,1,6974.29,6974.29,6974.29,0,0,0.0,2025-01-25 18:01:01,2025-01-25 18:01:01
ACC000876,ACC000922,1,2081.89,2081.89,2081.89,0,0,0.0,2025-01-25 18:01:24,2025-01-25 18:01:24
ACC000849,ACC000187,1,188012.48,188012.48,188012.48,0,0,0.0,2025-01-25 18:02:30,2025-01-25 18:02:30
ACC000067,ACC001427,1,24681.95,24681.95,24681.95,0,0,0.0,2025-01-25 18:02:36,2025-01-25 18:02:36
ACC000515,ACC000712,1,12213.54,12213.54,12213.54,0,0,0.0,2025-01-25 18:02:50,2025-01-25 18:02:50
ACC001442,ACC000712,1,4260.0,4260.0,4260.0,0,0,0.0,2025-01-25 18:03:38,2025-01-25 18:03:38
ACC000940,ACC000171,1,11724.82,11724.82,11724.82,0,0,0.0,2025-01-25 18:04:35,2025-01-25 18:04:35
ACC001358,ACC001259,1,472.06,472.06,472.06,0,0,0.0,2025-01-25 18:05:27,2025-01-25 18:05:27
ACC000137,ACC001012,1,306138.95,306138.95,306138.95,0,0,0.0,2025-01-25 18:05:53,2025-01-25 18:05:53
ACC000052,ACC000114,1,216.96,216.96,216.96,0,0,0.0,2025-01-25 18:07:20,2025-01-25 18:07:20
ACC001283,ACC000712,1,3715.21,3715.21,3715.21,0,0,0.0,2025-01-25 18:11:24,2025-01-25 18:11:24
ACC001470,ACC001379,1,11200.0,11200.0,11200.0,0,0,0.0,2025-01-25 18:14:07,2025-01-25 18:14:07
ACC000399,ACC000839,1,488126.24,488126.24,488126.24,0,0,0.0,2025-01-25 18:16:01,2025-01-25 18:16:01
ACC000280,ACC000008,1,11300.0,11300.0,11300.0,0,0,0.0,2025-01-25 18:16:45,2025-01-25 18:16:45
ACC000413,ACC000762,1,5400.0,5400.0,5400.0,0,0,0.0,2025-01-25 18:17:13,2025-01-25 18:17:13
ACC000985,ACC000932,1,19023.68,19023.68,19023.68,0,0,0.0,2025-01-25 18:17:49,2025-01-25 18:17:49
ACC001317,ACC001409,1,580.0,580.0,580.0,0,0,0.0,2025-01-25 18:19:15,2025-01-25 18:19:15
ACC001164,ACC000340,1,941.45,941.45,941.45,0,0,0.0,2025-01-25 18:19:21,2025-01-25 18:19:21
ACC001021,ACC000569,1,4378.04,4378.04,4378.04,0,0,0.0,2025-01-25 18:19:49,2025-01-25 18:19:49
ACC000976,ACC000712,1,1350.0,1350.0,1350.0,0,0,0.0,2025-01-25 18:21:06,2025-01-25 18:21:06
ACC000557,ACC001254,1,2965.46,2965.46,2965.46,0,0,0.0,2025-01-25 18:21:07,2025-01-25 18:21:07
ACC001438,ACC000712,1,510.0,510.0,510.0,0,0,0.0,2025-01-25 18:22:19,2025-01-25 18:22:19
ACC001362,ACC000985,1,1975.5,1975.5,1975.5,0,0,0.0,2025-01-25 18:22:29,2025-01-25 18:22:29
ACC000394,ACC000185,1,7374.82,7374.82,7374.82,0,0,0.0,2025-01-25 18:23:14,2025-01-25 18:23:14
ACC000457,ACC000654,1,930.0,930.0,930.0,0,0,0.0,2025-01-25 18:23:32,2025-01-25 18:23:32
ACC001164,ACC000397,1,772.22,772.22,772.22,0,0,0.0,2025-01-25 18:23:44,2025-01-25 18:23:44
ACC000578,ACC001389,1,2220.0,2220.0,2220.0,0,0,0.0,2025-01-25 18:25:43,2025-01-25 18:25:43
ACC000410,ACC000712,1,5200.0,5200.0,5200.0,0,0,0.0,2025-01-25 18:30:36,2025-01-25 18:30:36
ACC001353,ACC000564,1,780.32,780.32,780.32,0,0,0.0,2025-01-25 18:31:28,2025-01-25 18:31:28
ACC000914,ACC000268,1,10500.0,10500.0,10500.0,0,0,0.0,2025-01-25 18:33:01,2025-01-25 18:33:01
ACC000085,ACC001081,1,22200.0,22200.0,22200.0,0,0,0.0,2025-01-25 18:33:14,2025-01-25 18:33:14
ACC000611,ACC000007,1,156376.54,156376.54,156376.54,0,0,0.0,2025-01-25 18:34:33,2025-01-25 18:34:33
ACC000186,ACC000712,1,2110.0,2110.0,2110.0,0,0,0.0,2025-01-25 18:34:46,2025-01-25 18:34:46
ACC001430,ACC000500,1,7000.0,7000.0,7000.0,0,0,0.0,2025-01-25 18:36:00,2025-01-25 18:36:00
ACC000182,ACC000185,1,20336.8,20336.8,20336.8,0,0,0.0,2025-01-25 18:36:32,2025-01-25 18:36:32
ACC000637,ACC000176,1,621.7,621.7,621.7,0,0,0.0,2025-01-25 18:40:13,2025-01-25 18:40:13
ACC000137,ACC001276,1,9011.34,9011.34,9011.34,0,0,0.0,2025-01-25 18:40:19,2025-01-25 18:40:19
ACC000145,ACC000008,1,8600.0,8600.0,8600.0,0,0,0.0,2025-01-25 18:41:42,2025-01-25 18:41:42
ACC000554,ACC000902,1,1236.59,1236.59,1236.59,0,0,0.0,2025-01-25 18:41:55,2025-01-25 18:41:55
ACC001249,ACC001225,1,1882.77,1882.77,1882.77,0,0,0.0,2025-01-25 18:42:53,2025-01-25 18:42:53
ACC000188,ACC000455,1,92000.0,92000.0,92000.0,0,0,0.0,2025-01-25 18:44:38,2025-01-25 18:44:38
ACC000622,ACC000046,1,150769.36,150769.36,150769.36,0,0,0.0,2025-01-25 18:45:01,2025-01-25 18:45:01
ACC000630,ACC000539,1,7487.97,7487.97,7487.97,0,0,0.0,2025-01-25 18:45:13,2025-01-25 18:45:13
ACC000082,ACC000946,1,816429.18,816429.18,816429.18,0,0,0.0,2025-01-25 18:46:24,2025-01-25 18:46:24
ACC000924,ACC001277,1,1780.66,1780.66,1780.66,0,0,0.0,2025-01-25 18:48:17,2025-01-25 18:48:17
ACC001118,ACC000196,1,20300.0,20300.0,20300.0,0,0,0.0,2025-01-25 18:51:04,2025-01-25 18:51:04
ACC000417,ACC000161,1,505.48,505.48,505.48,0,0,0.0,2025-01-25 18:52:25,2025-01-25 18:52:25
ACC000999,ACC000636,1,611152.41,611152.41,611152.41,0,0,0.0,2025-01-25 18:52:45,2025-01-25 18:52:45
ACC001357,ACC000739,1,6232.28,6232.28,6232.28,0,0,0.0,2025-01-25 18:53:40,2025-01-25 18:53:40
ACC001304,ACC000346,1,1298.39,1298.39,1298.39,0,0,0.0,2025-01-25 18:55:47,2025-01-25 18:55:47
ACC000041,ACC000565,1,1605.36,1605.36,1605.36,0,0,0.0,2025-01-25 18:56:16,2025-01-25 18:56:16
ACC001031,ACC001286,1,1060.0,1060.0,1060.0,0,0,0.0,2025-01-25 18:56:18,2025-01-25 18:56:18
ACC000689,ACC001276,1,15300.0,15300.0,15300.0,0,0,0.0,2025-01-25 18:59:27,2025-01-25 18:59:27
ACC001212,ACC001466,1,460.0,460.0,460.0,0,0,0.0,2025-01-25 19:03:08,2025-01-25 19:03:08
ACC000150,ACC000469,1,32632.02,32632.02,32632.02,0,0,0.0,2025-01-25 19:08:29,2025-01-25 19:08:29
ACC000685,ACC001105,2,588.04,294.02,418.04,0,0,0.499,2025-01-25 19:10:06,2025-01-26 07:08:57
ACC000332,ACC000039,1,5800.0,5800.0,5800.0,0,0,0.0,2025-01-25 19:10:56,2025-01-25 19:10:56
ACC000822,ACC000712,1,5972.16,5972.16,5972.16,0,0,0.0,2025-01-25 19:11:20,2025-01-25 19:11:20
ACC001374,ACC000712,1,7800.0,7800.0,7800.0,0,0,0.0,2025-01-25 19:12:13,2025-01-25 19:12:13
ACC001172,ACC000164,1,3290.0,3290.0,3290.0,0,0,0.0,2025-01-25 19:13:37,2025-01-25 19:13:37
ACC000573,ACC000712,1,1449.98,1449.98,1449.98,0,0,0.0,2025-01-25 19:14:28,2025-01-25 19:14:28
ACC000181,ACC001339,1,7291.87,7291.87,7291.87,0,0,0.0,2025-01-25 19:16:45,2025-01-25 19:16:45
ACC001132,ACC000564,1,1071.03,1071.03,1071.03,0,0,0.0,2025-01-25 19:17:10,2025-01-25 19:17:10
ACC000372,ACC001262,1,3845.28,3845.28,3845.28,0,0,0.0,2025-01-25 19:19:39,2025-01-25 19:19:39
ACC001429,ACC000712,1,872.02,872.02,872.02,0,0,0.0,2025-01-25 19:24:18,2025-01-25 19:24:18
ACC000118,ACC000391,1,296.22,296.22,296.22,0,0,0.0,2025-01-25 19:24:25,2025-01-25 19:24:25
ACC001290,ACC000097,1,8500.0,8500.0,8500.0,0,0,0.0,2025-01-25 19:30:00,2025-01-25 19:30:00
ACC000123,ACC000712,1,5400.0,5400.0,5400.0,0,0,0.0,2025-01-25 19:30:56,2025-01-25 19:30:56
ACC001440,ACC000356,1,2100.0,2100.0,2100.0,0,0,0.0,2025-01-25 19:31:35,2025-01-25 19:31:35
ACC000246,ACC001039,1,1857000.0,1857000.0,1857000.0,0,0,0.0,2025-01-25 19:33:49,2025-01-25 19:33:49
ACC000770,ACC000712,1,739.65,739.65,739.65,0,0,0.0,2025-01-25 19:36:05,2025-01-25 19:36:05
ACC000073,ACC000989,1,6824.89,6824.89,6824.89,1,1,0.0,2025-01-25 19:37:29,2025-01-25 19:37:29
ACC001367,ACC000859,1,860.0,860.0,860.0,0,0,0.0,2025-01-25 19:40:22,2025-01-25 19:40:22
ACC000512,ACC000085,1,190.0,190.0,190.0,0,0,0.0,2025-01-25 19:43:31,2025-01-25 19:43:31
ACC001283,ACC000494,1,3435.25,3435.25,3435.25,0,0,0.0,2025-01-25 19:43:52,2025-01-25 19:43:52
ACC001468,ACC000236,1,843.57,843.57,843.57,0,0,0.0,2025-01-25 19:45:41,2025-01-25 19:45:41
ACC001371,ACC001320,1,328.46,328.46,328.46,0,0,0.0,2025-01-25 19:47:06,2025-01-25 19:47:06
ACC000590,ACC000760,1,1161.77,1161.77,1161.77,0,0,0.0,2025-01-25 19:48:51,2025-01-25 19:48:51
ACC000720,ACC001220,1,263.54,263.54,263.54,0,0,0.0,2025-01-25 19:50:32,2025-01-25 19:50:32
ACC001216,ACC000391,1,1809.37,1809.37,1809.37,0,0,0.0,2025-01-25 19:52:14,2025-01-25 19:52:14
